age,year,gender,healthy,unhealthy,CI_low_healthy,CI_up_healthy,CI_low_unhealthy,CI_up_unhealthy,type
50-55,2015,woman,0.662930419,0.337069581,0.632579083,0.693281755,0.306718245,0.367420917,at least one
55-60,2015,woman,0.532983907,0.467016093,0.505974231,0.559993584,0.440006416,0.494025769,at least one
60-65,2015,woman,0.407327762,0.592672238,0.384192494,0.43046303,0.56953697,0.615807506,at least one
65-70,2015,woman,0.307874931,0.692125069,0.285221159,0.330528704,0.669471296,0.714778841,at least one
70-75,2015,woman,0.255772037,0.744227963,0.231167039,0.280377035,0.719622965,0.768832961,at least one
75-80,2015,woman,0.181962995,0.818037005,0.155315987,0.208610003,0.791389997,0.844684013,at least one
80+,2015,woman,0.119562217,0.880437783,0.103821994,0.13530244,0.86469756,0.896178006,at least one
50-55,2015,man,0.712586532,0.287413468,0.680070975,0.74510209,0.25489791,0.319929025,at least one
55-60,2015,man,0.579727643,0.420272357,0.54891117,0.610544116,0.389455884,0.45108883,at least one
60-65,2015,man,0.474589872,0.525410128,0.450035753,0.499143991,0.500856009,0.549964247,at least one
65-70,2015,man,0.386885126,0.613114874,0.363128246,0.410642006,0.589357994,0.636871754,at least one
70-75,2015,man,0.292769562,0.707230438,0.267628744,0.31791038,0.68208962,0.732371256,at least one
75-80,2015,man,0.240025437,0.759974563,0.217186544,0.262864329,0.737135671,0.782813456,at least one
80+,2015,man,0.171270442,0.828729558,0.151020667,0.191520217,0.808479783,0.848979333,at least one
50-55,2015,woman,0.950124214,0.049875786,0.936420235,0.963828193,0.036171807,0.063579765,adl
55-60,2015,woman,0.93165049,0.06834951,0.917540632,0.945760347,0.054239653,0.082459368,adl
60-65,2015,woman,0.929163804,0.070836196,0.919014352,0.939313256,0.060686744,0.080985648,adl
65-70,2015,woman,0.913060554,0.086939446,0.901429699,0.924691408,0.075308592,0.098570301,adl
70-75,2015,woman,0.874614203,0.125385797,0.858434149,0.890794257,0.109205743,0.141565851,adl
75-80,2015,woman,0.804968004,0.195031996,0.783200829,0.82673518,0.17326482,0.216799171,adl
80+,2015,woman,0.608253995,0.391746005,0.584485521,0.632022469,0.367977531,0.415514479,adl
50-55,2015,man,0.948322252,0.051677748,0.9339512,0.962693304,0.037306696,0.0660488,adl
55-60,2015,man,0.943956715,0.056043285,0.929498347,0.958415083,0.041584917,0.070501653,adl
60-65,2015,man,0.922070639,0.077929361,0.906138823,0.938002455,0.061997545,0.093861177,adl
65-70,2015,man,0.919250778,0.080749222,0.907907403,0.930594153,0.069405847,0.092092597,adl
70-75,2015,man,0.876527203,0.123472797,0.857984468,0.895069939,0.104930061,0.142015532,adl
75-80,2015,man,0.851102302,0.148897698,0.831771262,0.870433341,0.129566659,0.168228738,adl
80+,2015,man,0.702070721,0.297929279,0.677352835,0.726788608,0.273211392,0.322647165,adl
50-55,2015,woman,0.772126642,0.227873358,0.744881829,0.799371454,0.200628546,0.255118171,arthritis
55-60,2015,woman,0.659471955,0.340528045,0.63298858,0.685955331,0.314044669,0.36701142,arthritis
60-65,2015,woman,0.557790717,0.442209283,0.535768993,0.579812441,0.420187559,0.464231007,arthritis
65-70,2015,woman,0.477519193,0.522480807,0.453255719,0.501782666,0.498217334,0.546744281,arthritis
70-75,2015,woman,0.432699224,0.567300776,0.401629418,0.463769031,0.536230969,0.598370582,arthritis
75-80,2015,woman,0.368015676,0.631984324,0.332520219,0.403511133,0.596488867,0.667479781,arthritis
80+,2015,woman,0.281271426,0.718728574,0.257412907,0.305129945,0.694870055,0.742587093,arthritis
50-55,2015,man,0.856691901,0.143308099,0.833548818,0.879834985,0.120165015,0.166451182,arthritis
55-60,2015,man,0.776095654,0.223904346,0.748974885,0.803216423,0.196783577,0.251025115,arthritis
60-65,2015,man,0.728265123,0.271734877,0.704730747,0.7517995,0.2482005,0.295269253,arthritis
65-70,2015,man,0.704232291,0.295767709,0.680885895,0.727578687,0.272421313,0.319114105,arthritis
70-75,2015,man,0.624251636,0.375748364,0.596374316,0.652128956,0.347871044,0.403625684,arthritis
75-80,2015,man,0.58238287,0.41761713,0.550051602,0.614714139,0.385285861,0.449948398,arthritis
80+,2015,man,0.501938293,0.498061707,0.473105781,0.530770805,0.469229195,0.526894219,arthritis
50-55,2015,woman,0.946934433,0.053065567,0.93431649,0.959552376,0.040447624,0.06568351,cancer
55-60,2015,woman,0.922103595,0.077896405,0.907794044,0.936413146,0.063586854,0.092205956,cancer
60-65,2015,woman,0.910205718,0.089794282,0.898983352,0.921428084,0.078571916,0.101016648,cancer
65-70,2015,woman,0.892128571,0.107871429,0.877845693,0.906411449,0.093588551,0.122154307,cancer
70-75,2015,woman,0.86499235,0.13500765,0.84701384,0.882970859,0.117029141,0.15298616,cancer
75-80,2015,woman,0.862517702,0.137482298,0.843237368,0.881798036,0.118201964,0.156762632,cancer
80+,2015,woman,0.885343883,0.114656117,0.867795554,0.902892213,0.097107787,0.132204446,cancer
50-55,2015,man,0.976240701,0.023759299,0.967158508,0.985322894,0.014677106,0.032841492,cancer
55-60,2015,man,0.953618806,0.046381194,0.940610613,0.966627,0.033373,0.059389387,cancer
60-65,2015,man,0.939006447,0.060993553,0.927834425,0.95017847,0.04982153,0.072165575,cancer
65-70,2015,man,0.895420045,0.104579955,0.882426491,0.908413599,0.091586401,0.117573509,cancer
70-75,2015,man,0.872728807,0.127271193,0.856524156,0.888933457,0.111066543,0.143475844,cancer
75-80,2015,man,0.839704607,0.160295393,0.819808297,0.859600918,0.140399082,0.180191703,cancer
80+,2015,man,0.836056232,0.163943768,0.813527015,0.85858545,0.14141455,0.186472985,cancer
50-55,2015,woman,0.951813525,0.048186475,0.938578367,0.965048684,0.034951316,0.061421633,diabetes
55-60,2015,woman,0.923123362,0.076876638,0.909587742,0.936658983,0.063341017,0.090412258,diabetes
60-65,2015,woman,0.882046076,0.117953924,0.869558685,0.894533466,0.105466534,0.130441315,diabetes
65-70,2015,woman,0.838792827,0.161207173,0.82310601,0.854479644,0.145520356,0.17689399,diabetes
70-75,2015,woman,0.802111285,0.197888715,0.775846573,0.828375997,0.171624003,0.224153427,diabetes
75-80,2015,woman,0.785904829,0.214095171,0.76153104,0.810278618,0.189721382,0.23846896,diabetes
80+,2015,woman,0.750422649,0.249577351,0.729524919,0.77132038,0.22867962,0.270475081,diabetes
50-55,2015,man,0.928096211,0.071903789,0.908529676,0.947662745,0.052337255,0.091470324,diabetes
55-60,2015,man,0.871401724,0.128598276,0.850296228,0.892507219,0.107492781,0.149703772,diabetes
60-65,2015,man,0.837805432,0.162194568,0.821790198,0.853820666,0.146179334,0.178209802,diabetes
65-70,2015,man,0.789116069,0.210883931,0.772324687,0.805907451,0.194092549,0.227675313,diabetes
70-75,2015,man,0.761866518,0.238133482,0.738924988,0.784808047,0.215191953,0.261075012,diabetes
75-80,2015,man,0.769778565,0.230221435,0.744320372,0.795236759,0.204763241,0.255679628,diabetes
80+,2015,man,0.753507979,0.246492021,0.72955657,0.777459389,0.222540611,0.27044343,diabetes
50-55,2015,woman,0.971844835,0.028155165,0.962757167,0.980932504,0.019067496,0.037242833,heart
55-60,2015,woman,0.947605562,0.052394438,0.936129789,0.959081336,0.040918664,0.063870211,heart
60-65,2015,woman,0.910333997,0.089666003,0.897060821,0.923607173,0.076392827,0.102939179,heart
65-70,2015,woman,0.868551568,0.131448432,0.849618384,0.887484753,0.112515247,0.150381616,heart
70-75,2015,woman,0.802110825,0.197889175,0.774625938,0.829595711,0.170404289,0.225374062,heart
75-80,2015,woman,0.727037039,0.272962961,0.689545235,0.764528843,0.235471157,0.310454765,heart
80+,2015,woman,0.647157096,0.352842904,0.618553046,0.675761147,0.324238853,0.381446954,heart
50-55,2015,man,0.934242212,0.065757788,0.91651947,0.951964955,0.048035045,0.08348053,heart
55-60,2015,man,0.899756261,0.100243739,0.880268611,0.919243911,0.080756089,0.119731389,heart
60-65,2015,man,0.838508039,0.161491961,0.81993124,0.857084838,0.142915162,0.18006876,heart
65-70,2015,man,0.797664831,0.202335169,0.779610197,0.815719465,0.184280535,0.220389803,heart
70-75,2015,man,0.754627689,0.245372311,0.729501226,0.779754152,0.220245848,0.270498774,heart
75-80,2015,man,0.681084579,0.318915421,0.657830657,0.7043385,0.2956615,0.342169343,heart
80+,2015,man,0.592333103,0.407666897,0.566507141,0.618159066,0.381840934,0.433492859,heart
50-55,2015,woman,0.955641356,0.044358644,0.945158793,0.966123919,0.033876081,0.054841207,lung
55-60,2015,woman,0.930363335,0.069636665,0.918252279,0.94247439,0.05752561,0.081747721,lung
60-65,2015,woman,0.9232024,0.0767976,0.912386423,0.934018376,0.065981624,0.087613577,lung
65-70,2015,woman,0.897893852,0.102106148,0.883842017,0.911945687,0.088054313,0.116157983,lung
70-75,2015,woman,0.879173228,0.120826772,0.863019409,0.895327047,0.104672953,0.136980591,lung
75-80,2015,woman,0.856708132,0.143291868,0.831363419,0.882052846,0.117947154,0.168636581,lung
80+,2015,woman,0.855843695,0.144156305,0.839651437,0.872035954,0.127964046,0.160348563,lung
50-55,2015,man,0.946317732,0.053682268,0.929466555,0.963168909,0.036831091,0.070533445,lung
55-60,2015,man,0.942094165,0.057905835,0.927504604,0.956683726,0.043316274,0.072495396,lung
60-65,2015,man,0.904181081,0.095818919,0.891343481,0.91701868,0.08298132,0.108656519,lung
65-70,2015,man,0.893956981,0.106043019,0.880570264,0.907343697,0.092656303,0.119429736,lung
70-75,2015,man,0.875243287,0.124756713,0.858816661,0.891669914,0.108330086,0.141183339,lung
75-80,2015,man,0.847071389,0.152928611,0.829176475,0.864966303,0.135033697,0.170823525,lung
80+,2015,man,0.817133141,0.182866859,0.797383577,0.836882704,0.163117296,0.202616423,lung
50-55,2015,woman,0.982187069,0.017812931,0.973797217,0.990576922,0.009423078,0.026202783,stroke
55-60,2015,woman,0.983120032,0.016879968,0.977777661,0.988462404,0.011537596,0.022222339,stroke
60-65,2015,woman,0.950029973,0.049970027,0.940235635,0.959824312,0.040175688,0.059764365,stroke
65-70,2015,woman,0.955333684,0.044666316,0.94565159,0.965015779,0.034984221,0.05434841,stroke
70-75,2015,woman,0.939942414,0.060057586,0.927586165,0.952298663,0.047701337,0.072413835,stroke
75-80,2015,woman,0.906337236,0.093662764,0.890947816,0.921726655,0.078273345,0.109052184,stroke
80+,2015,woman,0.853836902,0.146163098,0.837479348,0.870194456,0.129805544,0.162520652,stroke
50-55,2015,man,0.981588734,0.018411266,0.973068826,0.990108642,0.009891358,0.026931174,stroke
55-60,2015,man,0.96480832,0.03519168,0.954578288,0.975038352,0.024961648,0.045421712,stroke
60-65,2015,man,0.953323823,0.046676177,0.943764131,0.962883514,0.037116486,0.056235869,stroke
65-70,2015,man,0.925430085,0.074569915,0.913411886,0.937448284,0.062551716,0.086588114,stroke
70-75,2015,man,0.902096613,0.097903387,0.886173868,0.918019359,0.081980641,0.113826132,stroke
75-80,2015,man,0.893781651,0.106218349,0.87796965,0.909593651,0.090406349,0.12203035,stroke
80+,2015,man,0.852023032,0.147976968,0.833901709,0.870144355,0.129855645,0.166098291,stroke
50-55,2015,woman,0.673708486,0.326291514,0.643550973,0.703866,0.296134,0.356449027,one or two any condition
55-60,2015,woman,0.561260038,0.438739962,0.534514186,0.588005889,0.411994111,0.465485814,one or two any condition
60-65,2015,woman,0.466936073,0.533063927,0.44553232,0.488339825,0.511660175,0.55446768,one or two any condition
65-70,2015,woman,0.390360586,0.609639414,0.369684891,0.411036281,0.588963719,0.630315109,one or two any condition
70-75,2015,woman,0.382227628,0.617772372,0.357383328,0.407071929,0.592928071,0.642616672,one or two any condition
75-80,2015,woman,0.350422422,0.649577578,0.323751673,0.377093171,0.622906829,0.676248327,one or two any condition
80+,2015,woman,0.353860236,0.646139764,0.330992833,0.376727639,0.623272361,0.669007167,one or two any condition
50-55,2015,man,0.73238702,0.26761298,0.700207371,0.76456667,0.23543333,0.299792629,one or two any condition
55-60,2015,man,0.609991435,0.390008565,0.58021457,0.639768299,0.360231701,0.41978543,one or two any condition
60-65,2015,man,0.530311404,0.469688596,0.506514478,0.554108331,0.445891669,0.493485522,one or two any condition
65-70,2015,man,0.474245914,0.525754086,0.452966566,0.495525262,0.504474738,0.547033434,one or two any condition
70-75,2015,man,0.409797069,0.590202931,0.386010991,0.433583147,0.566416853,0.613989009,one or two any condition
75-80,2015,man,0.404665117,0.595334883,0.376946811,0.432383423,0.567616577,0.623053189,one or two any condition
80+,2015,man,0.397239411,0.602760589,0.371131246,0.423347575,0.576652425,0.628868754,one or two any condition
